images/Ahmednagar__18.58425244_75.22902999000007_0.png,507,282,564,335,FarmPond
images/Ahmednagar__18.58425244_75.22902999000007_0.png,399,117,491,207,FarmPond
images/Ahmednagar__19.02596132_74.47527280999998_0.png,251,292,368,423,FarmPond
images/Ahmednagar__19.10574733_74.35602341999993_0.png,307,280,359,319,FarmPond
images/Ahmednagar__19.10574733_74.35602341999993_0.png,429,325,533,421,FarmPond
images/Ahmednagar__19.11311333_75.15170333000003_0.png,296,299,404,409,FarmPond
images/Ahmednagar__19.16469177_75.00024364000001_0.png,354,186,411,258,FarmPond
images/Ahmednagar__19.16469177_75.00024364000001_0.png,244,387,336,454,FarmPond
images/Ahmednagar__19.47211235_74.41389320999997_0.png,283,235,398,373,FarmPond
images/Ahmednagar__19.58609168_74.41878427000006_0.png,56,285,159,392,FarmPond
images/Ahmednagar__19.58609168_74.41878427000006_0.png,365,454,452,577,FarmPond
images/Ahmednagar__19.60759034_74.39973084999997_0.png,145,504,276,599,FarmPond
images/Ahmednagar_Chinchapur Kh._19.56406735_74.42021965000004_0.png,253,343,324,423,FarmPond
images/Ahmednagar_Chinchapur Kh._19.56406735_74.42021965000004_0.png,347,144,477,262,FarmPond
images/Ahmednagar_Chobhewadi_18.58350091_75.24266781000006_0.png,187,18,317,135,FarmPond
images/Ahmednagar_Dorhale_19.76841726_74.42231107999999_0.png,158,349,264,431,FarmPond
images/Ahmednagar_Dorhale_19.76841726_74.42231107999999_0.png,372,452,475,571,FarmPond
images/Ahmednagar_Ghumandeo_19.65451603_74.78767450999999_0.png,336,285,433,401,FarmPond
images/Ahmednagar_Ghumandeo_19.65451603_74.78767450999999_0.png,158,335,289,501,FarmPond
images/Ahmednagar_Kamalpur_19.66862146_74.79014288000008_0.png,336,233,457,361,FarmPond
images/Ahmednagar_Kaudgaon_19.17674627_74.99845983_0.png,134,164,234,263,FarmPond
images/Ahmednagar_Kaudgaon_19.17674627_74.99845983_0.png,470,364,592,521,FarmPond
images/Ahmednagar_Kaudgaon_19.17674627_74.99845983_0.png,64,354,160,496,FarmPond
images/Ahmednagar_Kawadewadi_18.89919934_74.67565844_0.png,413,315,536,458,FarmPond
images/Ahmednagar_Kawadewadi_18.89919934_74.67565844_0.png,477,430,598,562,FarmPond
images/Ahmednagar_Khandgaon_18.78401085_74.78858850999995_0.png,460,311,540,416,FarmPond
images/Ahmednagar_Kharshinde_19.47005988_74.39427568999997_0.png,563,316,614,356,FarmPond
images/Ahmednagar_Kharshinde_19.47005988_74.39427568999997_0.png,576,358,615,383,FarmPond
images/Ahmednagar_Kharshinde_19.47005988_74.39427568999997_0.png,187,432,292,525,FarmPond
images/Ahmednagar_Madhi_19.1370064_75.11026167_0.png,292,267,402,377,FarmPond
images/Ahmednagar_Pimparkhed_18.63737199_75.22049403999995_0.png,341,231,496,373,FarmPond
images/Ahmednagar_Pimparkhed_18.63737199_75.22049403999995_0.png,274,371,374,467,FarmPond
images/Ahmednagar_Pimpri Nirmal_19.63725107_74.47059424999998_0.png,427,327,545,436,FarmPond
images/Ahmednagar_Pimpri Nirmal_19.63735323_74.47193436999999_0.png,171,346,297,459,FarmPond
images/Ahmednagar_Raytale_18.9547687_74.59521411000003_0.png,380,339,479,444,FarmPond
images/Ahmednagar_Sakegaon_19.24367326_75.17530134999993_0.png,316,322,412,427,FarmPond
images/Ahmednagar_Tinkhadi_19.09463947_75.30167309000001_0.png,145,232,220,298,FarmPond
images/Ahmednagar_Tinkhadi_19.09463947_75.30167309000001_0.png,349,368,440,495,FarmPond
images/Ahmednagar_Tribhuwanwadi_19.17180429_75.00809494999999_0.png,308,320,424,493,FarmPond
images/Ahmednagar_Ukkadgaon_19.92421202_74.64295085000003_0.png,392,247,521,387,FarmPond
images/Ahmednagar_Ukkadgaon_19.92725472_74.67529766000007_0.png,332,469,423,594,FarmPond
images/Ahmednagar_Ukkadgaon_19.92725472_74.67529766000007_0.png,218,365,310,464,FarmPond
images/Ahmednagar_Ukkadgaon_19.92725472_74.67529766000007_0.png,336,250,430,346,FarmPond
images/Ahmednagar_Ukkadgaon_19.9300595_74.67517642999996_0.png,463,187,572,306,FarmPond
images/Ahmednagar_Ukkadgaon_19.93474197_74.63301763999993_0.png,377,305,453,441,FarmPond
images/Akola__20.75351119_77.01185991_0.png,325,202,424,258,FarmPond
images/Akola__20.75351119_77.01185991_0.png,407,422,508,483,FarmPond
images/Akola__20.75351119_77.01185991_0.png,75,90,186,193,FarmPond
images/Akola__20.76044288_77.05928881_0.png,339,233,457,342,FarmPond
images/Akola__20.76044288_77.05928881_0.png,339,341,429,441,FarmPond
images/Akola__20.76181896_77.04134545_0.png,181,267,249,335,FarmPond
images/Akola__20.76181896_77.04134545_0.png,312,295,399,390,FarmPond
images/Akola__20.79050681_77.08818924000002_0.png,453,455,564,560,FarmPond
images/Akola__20.79050681_77.08818924000002_0.png,279,274,387,403,FarmPond
images/Akola__20.79467474_77.07133268000007_0.png,247,317,359,433,FarmPond
images/Akola__20.79467474_77.07133268000007_0.png,138,294,213,369,FarmPond
images/Akola__20.79971612_77.07100882999998_0.png,75,159,172,256,FarmPond
images/Akola__20.79971612_77.07100882999998_0.png,449,291,557,393,FarmPond
images/Akola__20.81102659_77.06578187000002_0.png,444,428,554,522,FarmPond
images/Akola__20.81102659_77.06578187000002_0.png,333,262,413,388,FarmPond
images/Akola__20.81102659_77.06578187000002_0.png,319,45,436,171,FarmPond
images/Akola__20.84118_77.02786332999995_0.png,253,207,395,347,FarmPond
images/Akola__20.8896246_76.73136810000005_0.png,289,128,411,316,FarmPond
images/Akola__20.8940095_76.73772755000005_0.png,261,299,353,413,FarmPond
images/Akola__20.98981835_76.83364086000006_0.png,301,332,361,452,FarmPond
images/Akola__20.98981835_76.83364086000006_0.png,225,455,327,543,FarmPond
images/Akola__21.14959405_76.87280006000003_0.png,298,326,386,457,FarmPond
images/Akola_Atkali_20.98937078_76.92273972999999_0.png,315,300,491,415,FarmPond
images/Akola_Chinchkhed Kh_21.11041667_77.08798166999998_0.png,252,247,329,330,FarmPond
images/Akola_Daula_20.92011827_76.80826687000001_0.png,222,325,393,479,FarmPond
images/Akola_Daula_20.92013803_76.81279318999998_0.png,222,208,358,332,FarmPond
images/Akola_Deulgaon_20.47591882_76.90678273000003_0.png,269,233,329,306,FarmPond
images/Akola_Dhangarwadi_21.07217833_77.10207332999994_0.png,305,255,377,343,FarmPond
images/Akola_Dongargaon_20.80253563_76.77306599999997_0.png,233,242,321,323,FarmPond
images/Akola_Dongargaon_20.8056061_76.80330221999998_0.png,414,398,512,498,FarmPond
images/Akola_Ekalara_20.8251624_77.1083271_0.png,237,284,339,422,FarmPond
images/Akola_Gopalkhed_20.87203333_76.98734000000002_0.png,314,232,403,324,FarmPond
images/Akola_Hasnapur_20.77459079_76.83807451000007_0.png,268,236,357,333,FarmPond
images/Akola_Kadoshi_20.73759167_76.83110499999998_0.png,383,361,499,475,FarmPond
images/Akola_Kajaleshwar_20.52915958_77.13353254999993_0.png,263,266,334,332,FarmPond
images/Akola_Kasali Kh_20.82800667_77.02145500000006_0.png,99,212,211,325,FarmPond
images/Akola_Kasali Kh_20.82800667_77.02145500000006_0.png,472,238,552,365,FarmPond
images/Akola_Kasali Kh_20.82800667_77.02145500000006_0.png,330,246,421,345,FarmPond
images/Akola_Kasali Kh_20.82800667_77.02145500000006_0.png,114,404,173,467,FarmPond
images/Akola_Khanapur_20.78707527_77.01902978999999_0.png,249,111,321,190,FarmPond
images/Akola_Khanapur_20.78707527_77.01902978999999_0.png,182,272,302,383,FarmPond
images/Akola_Khanapur_20.78707527_77.01902978999999_0.png,322,479,474,587,FarmPond
images/Akola_Khanapur_20.78940316_77.04230574000007_0.png,197,219,290,311,FarmPond
images/Akola_Khudawantpur_21.12771167_77.06189332999998_0.png,240,221,347,323,FarmPond
images/Akola_Lohara_20.81502943_76.77019468999993_0.png,250,245,343,344,FarmPond
images/Akola_Lohara_20.81826525_76.76566243000002_0.png,292,250,386,342,FarmPond
images/Akola_Malpura_21.0800142_76.91149042999996_0.png,373,322,464,413,FarmPond
images/Akola_Malpura_21.0814839_76.90959096999995_0.png,247,325,435,490,FarmPond
images/Akola_Malpura_21.0814839_76.90959096999995_0.png,165,115,257,205,FarmPond
images/Akola_Manatri Bk_20.93459147_76.85558256000002_0.png,429,459,489,517,FarmPond
images/Akola_Manatri Bk_20.93459147_76.85558256000002_0.png,426,352,507,423,FarmPond
images/Akola_Mhatodi_20.78763935_77.05818547000001_0.png,303,225,421,332,FarmPond
images/Akola_Mhatodi_20.78763935_77.05818547000001_0.png,280,312,397,424,FarmPond
images/Akola_Mhatodi_20.79426192_77.04701008999996_0.png,220,248,309,332,FarmPond
images/Akola_Nimbhora_20.83065_77.02179000000001_0.png,521,77,589,146,FarmPond
images/Akola_Nimbhora_20.83065_77.02179000000001_0.png,248,236,346,327,FarmPond
images/Akola_Nimbhora_20.83065_77.02179000000001_0.png,78,168,142,229,FarmPond
images/Akola_Parla_20.94631887_76.95603569000002_0.png,407,432,528,554,FarmPond
images/Akola_Parla_20.94631887_76.95603569000002_0.png,447,354,572,481,FarmPond
images/Akola_Parla_20.94631887_76.95603569000002_0.png,327,159,434,264,FarmPond
images/Akola_Roundala_20.97019047_76.96523535999995_0.png,417,36,521,150,FarmPond
images/Akola_Roundala_20.97019047_76.96523535999995_0.png,307,495,389,584,FarmPond
images/Akola_Roundala_20.97019047_76.96523535999995_0.png,242,367,356,488,FarmPond
images/Akola_Roundala_20.97019047_76.96523535999995_0.png,122,206,210,305,FarmPond
images/Akola_Sawarpati_20.79020465_76.81376189000002_0.png,436,365,536,454,FarmPond
images/Akola_Sawarpati_20.79020465_76.81376189000002_0.png,490,242,579,351,FarmPond
images/Akola_Sawarpati_20.79020465_76.81376189000002_0.png,413,242,494,342,FarmPond
images/Akola_Sawarpati_20.79020465_76.81376189000002_0.png,337,234,422,332,FarmPond
images/Akola_Sawarpati_20.79020465_76.81376189000002_0.png,104,248,191,336,FarmPond
images/Akola_Ujaleshwar_20.52373714_77.13167038999995_0.png,319,267,401,342,FarmPond
